,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
861,What are years of founding for orchestras that have had more than a single performance?,SELECT Year_of_Founded FROM orchestra WHERE Performance_ID > 1 AND Year_of_Founded > 0  ,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,orchestra
862,How many high schoolers are there?,SELECT COUNT (DISTINCT ID) FROM Highschooler  ,SELECT count(*) FROM Highschooler,network_1
863,Count the number of high schoolers.,SELECT COUNT (DISTINCT ID) FROM Highschooler  ,SELECT count(*) FROM Highschooler,network_1
864,Show the names and grades of each high schooler.,"SELECT name ,  grade FROM Highschooler  ","SELECT name ,  grade FROM Highschooler",network_1
865,What are the names and grades for each high schooler?,"SELECT name ,  grade FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler.name = (SELECT name FROM Highschooler WHERE Highschooler.ID = (SELECT Highschooler.ID FROM Highschooler WHERE Highschooler","SELECT name ,  grade FROM Highschooler",network_1
866,Show all the grades of the high schoolers.,SELECT grade FROM Highschooler WHERE student_id = ?  ,SELECT grade FROM Highschooler,network_1
867,What is the grade of each high schooler?,SELECT grade FROM Highschooler WHERE student_id = ?  ,SELECT grade FROM Highschooler,network_1
868,What grade is Kyle in?,SELECT name FROM Highschooler WHERE ID  =  1 AND grade  =  1  ,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",network_1
869,Return the grade for the high schooler named Kyle.,SELECT grade FROM Highschooler WHERE ID  =  1 AND name = 'Kyle'  ,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",network_1
870,Show the names of all high schoolers in grade 10.,SELECT name FROM Highschooler WHERE grade  =  10  ,SELECT name FROM Highschooler WHERE grade  =  10,network_1
871,What are the names of all high schoolers in grade 10?,SELECT name FROM Highschooler WHERE grade  =  10  ,SELECT name FROM Highschooler WHERE grade  =  10,network_1
872,Show the ID of the high schooler named Kyle.,SELECT ID FROM Highschooler WHERE name = 'Kyle'  ,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",network_1
873,What is Kyle's id?,SELECT ID FROM Highschooler WHERE name = 'Kyle' AND grade = 'A'  ,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",network_1
874,How many high schoolers are there in grade 9 or 10?,SELECT COUNT (DISTINCT ID) FROM Highschooler WHERE grade  =  9 OR grade  =  10  ,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,network_1
875,Count the number of high schoolers in grades 9 or 10.,SELECT count(*) FROM Highschooler WHERE grade  =  '9' OR grade  =  '10'  ,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,network_1
876,Show the number of high schoolers for each grade.,"SELECT grade, count(*) FROM Highschooler GROUP BY grade  ","SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",network_1
877,How many high schoolers are in each grade?,SELECT count(*) FROM Highschooler  ,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade",network_1
878,Which grade has the most high schoolers?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1  ,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,network_1
879,Return the grade that has the greatest number of high schoolers.,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1  ,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,network_1
880,Show me all grades that have at least 4 students.,SELECT grade FROM Highschooler WHERE grade  >=  4 AND student_id IN (SELECT student_id FROM Friend WHERE friend_id IN (SELECT liked_id FROM Likes))  ,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,network_1
881,Which grades have 4 or more high schoolers?,"SELECT ID,grade FROM Highschooler GROUP BY grade HAVE COUNT(*)  >=  4  ",SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,network_1
882,Show the student IDs and numbers of friends corresponding to each.,"SELECT student_id, liked_id FROM Friend JOIN Likes ON Friend.student_id = Likes.liked_id WHERE Friend.friend_id = Highschooler.ID AND Likes.student_id = Highschooler.ID GROUP BY student_id  ","SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",network_1
883,How many friends does each student have?,SELECT count(*) FROM Friend WHERE student_id = (SELECT student_id FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_id = (SELECT ID FROM Highschooler WHERE name = (SELECT name FROM Highschooler WHERE ID = (SELECT ID FROM Likes WHERE liked_,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",network_1
884,Show the names of high school students and their corresponding number of friends.,"SELECT name ,  count(*) FROM Highschooler JOIN Friend ON Highschooler.ID = Friend.friend_id GROUP BY name ORDER BY count(*) DESC LIMIT 10  ","SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",network_1
885,What are the names of the high schoolers and how many friends does each have?,"SELECT name ,  COUNT (liked_id) FROM Highschooler GROUP BY name  ","SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",network_1
886,What is the name of the high schooler who has the greatest number of friends?,SELECT name FROM Highschooler ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,network_1
887,Return the name of the high school student with the most friends.,SELECT name FROM Highschooler JOIN Friend ON Highschooler.ID = Friend.friend_id GROUP BY Highschooler.ID ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,network_1
888,Show the names of high schoolers who have at least 3 friends.,SELECT name FROM Highschooler WHERE friend_id NOT IN (SELECT name FROM Friend WHERE Highschooler.ID = friend_id) GROUP BY name HAVE COUNT(*)  >=  3  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,network_1
889,What are the names of high schoolers who have 3 or more friends?,SELECT name FROM highschooler WHERE id in (SELECT friend_id FROM friend WHERE liked_id  =  (SELECT count(*) from friend) - 1)  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,network_1
890,Show the names of all of the high schooler Kyle's friends.,SELECT name FROM Highschooler WHERE ID = 10 AND friend_id IN (SELECT student_id FROM Friend WHERE friend_id = 10)  ,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",network_1
891,Return the names of friends of the high school student Kyle.,SELECT name FROM Friend WHERE friend_id = Highschooler.ID  ,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",network_1
892,How many friends does the high school student Kyle have?,SELECT count(*) FROM Highschooler WHERE student_id = 1;  ,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",network_1
893,Count the number of friends Kyle has.,SELECT count(*) FROM Friend WHERE student_id = Highschooler.ID AND liked_id = Highschooler.ID  ,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",network_1
894,Show ids of all students who do not have any friends.,SELECT ID FROM Highschooler WHERE NOT EXISTS (SELECT 1 FROM Friend WHERE Friend.student_id = Highschooler.ID AND Friend.liked_id = Highschooler.ID)  ,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,network_1
895,What are the ids of high school students who do not have friends?,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.friend_id WHERE NOT EXISTS (SELECT 1 FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.ID  =  T2.ID WHERE T2.ID  =  T1.ID)  ,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,network_1
896,Show names of all high school students who do not have any friends.,SELECT name FROM Highschooler WHERE Friend.name IS NULL  ,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,network_1
897,What are the names of students who have no friends?,SELECT DISTINCT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.friend_id WHERE T2.friend_id is null  ,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,network_1
898,Show the ids of high schoolers who have friends and are also liked by someone else.,SELECT T1.ID FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.friend_id JOIN Likes AS T3 ON T2.liked_id  =  T3.liked_id WHERE T3.liked_id  =  T1.ID AND T2.student_id = T1.ID  ,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,network_1
899,What are the ids of students who both have friends and are liked?,SELECT DISTINCT student_id FROM Friend WHERE friend_id IN (SELECT student_id FROM Highschooler) AND liked_id IN (SELECT student_id FROM Highschooler)  ,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,network_1
900,Show name of all students who have some friends and also are liked by someone else.,SELECT T1.name FROM Highschooler AS T1 JOIN Friend AS T2 ON T1.ID  =  T2.friend_id ON T2.student_id  =  T1.ID JOIN Likes AS T3 ON T2.liked_id  =  T3.liked_id ON T3.liked_id  =  T1.ID WHERE T3.liked_id  =  T1.ID AND T1.ID IS NOT NULL  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,network_1
901,What are the names of high schoolers who both have friends and are liked?,SELECT name FROM Highschooler WHERE NOT EXISTS (SELECT name FROM Likes WHERE Likes.liked_id = Highschooler.ID)  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,network_1
902,Count the number of likes for each student id.,SELECT count(*) FROM Likes WHERE student_id = ?  ,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id",network_1
903,How many likes correspond to each student id?,SELECT COUNT (liked_id) FROM Likes WHERE student_id = ?  ,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id",network_1
904,"Show the names of high schoolers who have likes, and numbers of likes for each.","SELECT name ,  COUNT (liked_id) FROM Highschooler JOIN Likes ON Highschooler.ID = Likes.friend_id GROUP BY name  ","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",network_1
905,"What are the names of high schoolers who have likes, and how many likes does each have?","SELECT name ,  COUNT (liked_id) FROM Highschooler JOIN Likes ON Highschooler.ID = Likes.friend_id GROUP BY name  ","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id",network_1
906,What is the name of the high schooler who has the greatest number of likes?,SELECT name FROM Highschooler ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,network_1
907,Give the name of the student with the most likes.,SELECT name FROM Highschooler ORDER BY count(*) DESC LIMIT 1  ,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,network_1
908,Show the names of students who have at least 2 likes.,SELECT name FROM Highschooler WHERE likes.liked_id  >  2 AND likes.student_id = Highschooler.ID  ,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,network_1
909,What are the names of students who have 2 or more likes?,SELECT name FROM Highschooler WHERE Likes.liked_id  >  2 AND Highschooler.ID = Likes.student_id  ,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,network_1
910,Show the names of students who have a grade higher than 5 and have at least 2 friends.,SELECT name FROM Highschooler WHERE grade > 5 AND likes.liked_id > 1 AND friend_id IN (SELECT student_id FROM Friend WHERE friend_id IN (SELECT liked_id FROM Likes))  ,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,network_1
911,What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,"SELECT name ,  grade FROM Highschooler WHERE Friend.liked_id in (SELECT Highschooler.ID FROM Likes  WHERE Highschooler.grade > 5  AND Highschooler.ID > 1)  ",SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,network_1
912,How many likes does Kyle have?,SELECT COUNT (DISTINCT liked_id) FROM Friend WHERE student_id = Highschooler.ID  ,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",network_1
913,Return the number of likes that the high schooler named Kyle has.,SELECT count(*) FROM Likes WHERE liked_id = 1 AND student_id = 1  ,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",network_1
914,Find the average grade of all students who have some friends.,SELECT avg(grade) FROM Highschooler WHERE exists (SELECT 1 FROM Friend WHERE Highschooler.ID = Friend.student_id)  ,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),network_1
915,What is the average grade of students who have friends?,SELECT avg(grade) FROM Highschooler WHERE exists (SELECT 1 FROM Friend WHERE Friend.student_id = Highschooler.ID)  ,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),network_1
916,Find the minimum grade of students who have no friends.,SELECT min(grade) FROM Highschooler WHERE grade NOT IN (SELECT Friend.friend_id FROM Friend WHERE Friend.student_id = Highschooler.ID)  ,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),network_1
917,What is the lowest grade of students who do not have any friends?,SELECT min ( grade ) FROM Highschooler WHERE grade NOT IN (SELECT max ( grade ) FROM Highschooler WHERE student_id NOT IN (SELECT student_id FROM Friend)  ,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),network_1
918,Which states have both owners and professionals living there?,SELECT state FROM Owners WHERE owner_id IN (SELECT owner_id FROM Dogs)  ,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,dog_kennels
919,Find the states where both owners and professionals live.,SELECT state FROM Owners  ,SELECT state FROM Owners INTERSECT SELECT state FROM Professionals,dog_kennels
920,What is the average age of the dogs who have gone through any treatments?,SELECT avg(age) FROM Dogs WHERE dog_id IN (SELECT dog_id FROM Treatments WHERE professional_id IN (SELECT professional_id FROM Treatments))  ,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),dog_kennels
921,Find the average age of the dogs who went through treatments.,SELECT avg(age) FROM Dogs WHERE Treatments.dog_id IS NOT NULL  ,SELECT avg(age) FROM Dogs WHERE dog_id IN ( SELECT dog_id FROM Treatments ),dog_kennels
922,"Which professionals live in the state of Indiana or have done treatment on more than 2 treatments? List his or her id, last name and cell phone.","SELECT T1.professional_id,T1.last_name,T1.cell_phone FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id WHERE T2.state  =  ""Indiana"" AND T2.treatment_type_code  =  ""2"" GROUP BY T1.professional_id  HAVING count(*)  > 2  ","SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2",dog_kennels
923,"Find the id, last name and cell phone of the professionals who live in the state of Indiana or have performed more than two treatments.","SELECT      professionals.last_name,     professionals.cell_phone FROM     professionals     JOIN     dogs ON professionals.professional_id = dogs.professional_id     JOIN     treatments ON dogs.dog_id = treatments.dog_id     JOIN     owners ON dogs.owner_id = owners.owner_id     JOIN     breeds ON dogs.breed_code = breeds.breed_code     JOIN     sizes ON dogs.size_code = sizes.size_code     JOIN     treatment_types ON treatments.treatment_type_code = treatment_types.treatment_type_code     JOIN     professionals ON professionals.professional_id = treatments.professional_id     WHERE     owners.state = 'Indiana'     OR     treatments.treatment_type_code = 'more than two'     GROUP BY     professionals.last_name, professionals.cell_phone  ","SELECT professional_id ,  last_name ,  cell_number FROM Professionals WHERE state  =  'Indiana' UNION SELECT T1.professional_id ,  T1.last_name ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >  2",dog_kennels
924,Which dogs have not cost their owner more than 1000 for treatment ? List the dog names .,SELECT name FROM Dogs WHERE Treatments.cost_of_treatment < 1000  ,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),dog_kennels
925,What are the names of the dogs for which the owner has not spend more than 1000 for treatment ?,SELECT name FROM Dogs WHERE cost_of_treatment  <  1000 AND owner_id = Owners.owner_id  ,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),dog_kennels
926,Which first names are used for professionals or owners but are not used as dog names?,SELECT first_name FROM Owners WHERE owner_id NOT IN (SELECT owner_id FROM Owners)  ,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,dog_kennels
927,Find the first names that are used for professionals or owners but are not used as dog names.,SELECT DISTINCT first_name FROM Professionals WHERE first_name NOT IN (SELECT DISTINCT first_name FROM Owners)  ,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,dog_kennels
928,"Which professional did not operate any treatment on dogs? List the professional's id, role and email.","SELECT professional_id,role_code,email_address FROM professionals EXCEPT SELECT treatment_type_code FROM treatments WHERE treatment_type_code IS NULL  ","SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id",dog_kennels
929,"Give me the id, role and email of the professionals who did not perform any treatment on dogs.","SELECT professional_id,role_code,first_name,last_name,email_address FROM professionals EXCEPT SELECT professional_id,role_code,first_name,last_name,email_address FROM treatments WHERE professional_id IS NULL  ","SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id",dog_kennels
930,"Which owner owns the most dogs? List the owner id, first name and last name.","SELECT owner_id,  first_name,  last_name FROM Owners  JOIN Dogs ON Owners.owner_id = Dogs.owner_id GROUP BY Owners.owner_id ORDER BY sum(Dogs.weight) DESC LIMIT 1  ","SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",dog_kennels
931,"Return the owner id, first name and last name of the owner who has the most dogs.","SELECT owner_id,  first_name,  last_name FROM Owners ORDER BY count(DISTINCT Dogs.dog_id) DESC LIMIT 1  ","SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",dog_kennels
932,"Which professionals have done at least two treatments? List the professional's id, role, and first name.","SELECT professional_id,role_code,first_name FROM Professionals WHERE count(*)  >  2  ","SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2",dog_kennels
933,"What are the id, role, and first name of the professionals who have performed two or more treatments?","SELECT T1.professional_id,T1.role_code,T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id WHERE T2.treatment_id  >  (SELECT min(treatment_id) FROM Treatments) GROUP BY T1.professional_id,T1.role_code,T1.first_name HAVING COUNT(*)  >  2  ","SELECT T1.professional_id ,  T1.role_code ,  T1.first_name FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2",dog_kennels
934,What is the name of the breed with the most dogs?,SELECT breed_name FROM Breeds ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,dog_kennels
935,Which breed do the most dogs have? Give me the breed name.,SELECT breed_name FROM Dogs GROUP BY breed_name ORDER BY count(*) DESC LIMIT 1  ,SELECT T1.breed_name FROM Breeds AS T1 JOIN Dogs AS T2 ON T1.breed_code  =  T2.breed_code GROUP BY T1.breed_name ORDER BY count(*) DESC LIMIT 1,dog_kennels
936,Which owner has paid for the most treatments on his or her dogs? List the owner id and last name.,"SELECT owner_id,last_name FROM Owners  JOIN Treatments ON Owners.owner_id = Treatments.owner_id GROUP BY owner_id ORDER BY sum(Treatments.cost_of_treatment) DESC LIMIT 1  ","SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",dog_kennels
937,Tell me the owner id and last name of the owner who spent the most on treatments of his or her dogs.,"SELECT T1.owner_id,T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id ORDER BY T3.cost_of_treatment DESC LIMIT 1  ","SELECT T1.owner_id ,  T1.last_name FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",dog_kennels
938,What is the description of the treatment type that costs the least money in total?,SELECT treatment_type_description FROM Treatments ORDER BY cost_of_treatment ASC LIMIT 1  ,SELECT T1.treatment_type_description FROM Treatment_types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code GROUP BY T1.treatment_type_code ORDER BY sum(cost_of_treatment) ASC LIMIT 1,dog_kennels
939,Give me the description of the treatment type whose total cost is the lowest.,SELECT treatment_type_description FROM Treatments ORDER BY cost_of_treatment ASC LIMIT 1  ,SELECT T1.treatment_type_description FROM Treatment_types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code GROUP BY T1.treatment_type_code ORDER BY sum(cost_of_treatment) ASC LIMIT 1,dog_kennels
940,Which owner has paid the largest amount of money in total for their dogs? Show the owner id and zip code.,"SELECT T1.owner_id,T1.zip_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T2.owner_id ORDER BY sum (T2.charge_amount) DESC LIMIT 1  ","SELECT T1.owner_id ,  T1.zip_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY sum(T3.cost_of_treatment) DESC LIMIT 1",dog_kennels
941,Find the owner id and zip code of the owner who spent the most money in total for his or her dogs.,"SELECT owner_id, zip_code FROM Owners ORDER BY sum(cost_of_treatment) DESC LIMIT 1  ","SELECT T1.owner_id ,  T1.zip_code FROM Owners AS T1 JOIN Dogs AS T2 ON T1.owner_id  =  T2.owner_id JOIN Treatments AS T3 ON T2.dog_id  =  T3.dog_id GROUP BY T1.owner_id ORDER BY sum(T3.cost_of_treatment) DESC LIMIT 1",dog_kennels
942,Which professionals have done at least two types of treatments? List the professional id and cell phone.,"SELECT T1.professional_id ,  T1.cell_phone FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T2.professional_id HAVING count(*)  >= 2  ","SELECT T1.professional_id ,  T1.cell_number FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id GROUP BY T1.professional_id HAVING count(*)  >=  2",dog_kennels
