,NLQ,PREDICTED SQL,GOLD SQL,DATABASE
795,how many patients of asian ethnicity are below 50 years of age?,SELECT count(*) FROM Demographic WHERE ETHNICITY  =  'asian' AND AGE  <  50,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""9600"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""ADDITIVE""",medical
796,Which patients on main drug type prescriptions have diagnoses icd9 code 5180?,SELECT DISTINCT T1.SUBJECT_ID FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.DRUG_TYPE  =  'Main' AND T2.ICD9_CODE  =  5180,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""5180"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
797,find the number of patients on additive type drug prescription who have diagnoses icd9 code 78791.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.DRUG_TYPE  =  'Additive' AND T3.ICD9_CODE  =  '78791',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""78791"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""ADDITIVE""",medical
798,provide the number of patients whose diagnosis icd9 code is 59080 and drug route is neb.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Prescriptions AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  59080 AND T3.ROUTE  =  'neb',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""59080"" AND PRESCRIPTIONS.""ROUTE"" = ""NEB""",medical
799,how many of the patients diagnosed with icd9 code 1173 received ih therapy?,SELECT count(DISTINCT T2.itemid) FROM Diagnoses AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T2.ITEMID  =  1173 AND T2.FLAG  =  'ih',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""1173"" AND PRESCRIPTIONS.""ROUTE"" = ""IH""",medical
800,how many patients are diagnosed with icd9 code 78559 and followed the drug route ivpca?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Prescriptions AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  78559 AND T3.ROUTE  =  'ivpca',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""78559"" AND PRESCRIPTIONS.""ROUTE"" = ""IVPCA""",medical
801,get the number of patients who take drug via ed route and have diagnoses icd9 code 56212.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ROUTE  =  'ed' AND T3.ICD9_CODE  =  '56212',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""56212"" AND PRESCRIPTIONS.""ROUTE"" = ""ED""",medical
802,how many patients on nu route of drug administration have diagnoses icd9 code e9429?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM prescriptions AS T1 JOIN diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DRUG_TYPE  =  'Nu' AND T2.ICD9_CODE  =  'e9429',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""E9429"" AND PRESCRIPTIONS.""ROUTE"" = ""NU""",medical
803,how many patients diagnosed under icd9 code 25061 had drug route ivpca?,SELECT count(drug_route) FROM prescriptions AS T1 JOIN diagnoses AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE drug_route  =  'Ivpca' AND icd9_code  =  '25061',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""25061"" AND PRESCRIPTIONS.""ROUTE"" = ""IVPCA""",medical
804,Let me know the number of patients with diagnoses icd9 code 48249 who had a delta abnormal lab test status.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  48249 AND T3.FLAG  =  'abnormal',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""48249"" AND LAB.""FLAG"" = ""delta""",medical
805,Count the number of patients with an abnormal lab test status who have diagnoses icd9 code 36202.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.FLAG  =  'abnormal' AND T3.ICD9_CODE  =  36202,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""36202"" AND LAB.""FLAG"" = ""abnormal""",medical
806,find the number of patients who had blood fluid lab test and had diagnoses icd9 code 29281.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ITEMID  =  'Blood fluid' AND T3.ICD9_CODE  =  29281,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""29281"" AND LAB.""FLUID"" = ""Blood""",medical
807,How many patients diagnosed with icd9 code 3310 had a pleural fluid test?,SELECT count(DISTINCT T2.HADM_ID) FROM diagnoses AS T2 JOIN lab AS T1 ON T2.HADM_ID  =  T1.HADM_ID WHERE T2.ICD9_CODE  =  3310 AND T1.ITEMID  =  3310,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""3310"" AND LAB.""FLUID"" = ""Pleural""",medical
808,"among patients who had a lab test of urine, how many of them were diagnosed with icd9 code 1173?",SELECT count(DISTINCT T1.ITEMID) FROM Lab AS T1 JOIN Demographic AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T2.HADM_ID  =  T3.HADM_ID WHERE T1.ITEMID  =  1173,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""1173"" AND LAB.""FLUID"" = ""Urine""",medical
809,how many patients whose lab test fluid is other body fluid were diagnosed under icd9 code 42831?,SELECT count(DISTINCT T1.HADM_ID) FROM Lab AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.FLUID  =  'Other body fluid' AND T2.ICD9_CODE  =  '42831',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""42831"" AND LAB.""FLUID"" = ""Other Body Fluid""",medical
810,What number of patients diagnosed under icd9 code v667 had their lab test fluid as cerebrospinal fluid (csf)?,SELECT count(hadm_id) FROM lab WHERE fluid  =  'Cerebrospinal fluid (csf)' AND hadm_id IN (SELECT hadm_id FROM diagnoses WHERE icd9_code  =  'v667'),"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""V667"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""",medical
811,get me the number of patients with csf lab test who have diagnoses icd9 code 74602.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Lab AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ITEMID  =  74602 AND T3.ICD9_CODE  =  74602,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""74602"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""",medical
812,What number of patients who were diagnosed under diagnoses icd9 code 42613 had a lab test category of hamatology?,"SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  42613 AND T3.CATEGORY  =  ""Hamatology""","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""42613"" AND LAB.""CATEGORY"" = ""Hematology""",medical
813,count the number of patients whose diagnosis icd9 code is 53081 and lab test category is hematology.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Lab AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  53081 AND T3.CATEGORY  =  'Hematology',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""53081"" AND LAB.""CATEGORY"" = ""Hematology""",medical
814,find the number of patients categorized under chemistry lab test who had diagnoses icd9 code 6824.,SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN diagnoses AS T2 ON T1.subject_id  =  T2.subject_id AND T1.hadm_id  =  T2.hadm_id WHERE T1.itemid  =  'chemistry lab test' AND T2.icd9_code  =  6824,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""6824"" AND LAB.""CATEGORY"" = ""Chemistry""",medical
815,let me know the number of patients categorized under chemistry lab test with diagnoses icd9 code 431.,SELECT count(DISTINCT T1.subject_id) FROM lab AS T1 JOIN diagnoses AS T2 ON T1.subject_id  =  T2.subject_id WHERE T1.itemid  =  'chemistry lab test' AND T2.icd9_code  =  431,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DIAGNOSES.""ICD9_CODE"" = ""431"" AND LAB.""CATEGORY"" = ""Chemistry""",medical
816,What is the number of patients who are prescribed main drug type and are diagnosed with intestinal perforation?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.DRUG_TYPE  =  'Main' AND T2.ICD9_CODE  =  'intestinal perforation',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Perforation of intestine"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
817,count the number of patients whose diagnosis short title is dmi neuro nt st uncntrld with a main drug type.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Prescriptions AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.SHORT_TITLE  =  'Dmi neuro nt st uncntrld' AND T3.DRUG_TYPE  =  'Main',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""DMI neuro nt st uncntrld"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
818,how many of the patients diagnosed with skin disorders nec were treated with additive therapy?,SELECT count(DISTINCT T2.value_unit) FROM lab AS T1 JOIN diagnoses AS T2 ON T1.hadm_id  =  T2.hadm_id WHERE T2.icd9_code  =  'skin disorders nec' AND T1.value_unit  =  'additive therapy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Skin disorders NEC"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""ADDITIVE""",medical
819,What is the number of patients on main type drug prescriptions who have the diagnoses of unspecified neutropenia?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DRUG_TYPE  =  'Main' AND T2.ICD9_CODE  =  'unspecified neutropenia',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Neutropenia NOS"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
820,How many patients on a base drug type prescription have recurrent severe episode of major depressive affective disorder without mention of psychotic behavior diagnoses? ,SELECT count(DISTINCT T1.DRUG_TYPE) FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.DRUG_TYPE  =  'Base' AND T2.ICD9_CODE  =  '296.0' AND T2.ICD9_CODE  !=  '296.0',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Rec depr psych-psychotic"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""BASE""",medical
821,get the number of patients diagnosed with acute pancreatitis who have main type drug prescription.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Diagnoses AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ICD9_CODE  =  'acute pancreatitis' AND T2.DRUG_TYPE  =  'Main type',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Acute pancreatitis"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
822,what is the number of patients on main drug type prescription who are diagnosed with malignant neoplasm of descending colon?,SELECT count(DISTINCT T1.subject_id) FROM prescriptions AS T1 JOIN diagnoses AS T2 ON T1.subject_id  =  T2.subject_id WHERE T1.drug_type  =  'Main' AND T2.icd9_code  =  '1530',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Mal neo descend colon"" AND PRESCRIPTIONS.""DRUG_TYPE"" = ""MAIN""",medical
823,get the number of patients diagnosed with acidosis who have ou route of drug administration.,SELECT count(DISTINCT T1.ICD9_CODE) FROM Diagnoses AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ICD9_CODE  =  'acidosis' AND T2.ROUTE  =  'ou',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Acidosis"" AND PRESCRIPTIONS.""ROUTE"" = ""OU""",medical
824,let me know the number of patients on iv bolus route of drug administration who have been diagnosed with long-term use of aspirin.,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Prescriptions AS T1 JOIN Diagnoses AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID WHERE T1.DRUG_TYPE  =  'IV Bolus' AND T2.ICD9_CODE  =  'aspirin',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Long-term use of aspirin"" AND PRESCRIPTIONS.""ROUTE"" = ""IV BOLUS""",medical
825,how many patients diagnosed with regional enteritis nos are administered drugs via the left eye?,SELECT count(route) FROM prescriptions AS T1 JOIN diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.route  =  'left eye' AND T2.ICD9_CODE  =  'regional enteritis nos',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Regional enteritis NOS"" AND PRESCRIPTIONS.""ROUTE"" = ""LEFT EYE""",medical
826,what is the number of patients on iv bolus drug route who have short title of diagnosis as dvrtclo colon w hmrhg?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Diagnoses AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ROUTE  =  'iv bolus' AND T3.SHORT_TITLE  =  'Dvrtclo colon w hmrhg',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Dvrtclo colon w hmrhg"" AND PRESCRIPTIONS.""ROUTE"" = ""IV BOLUS""",medical
827,"get me the number of patients on ih route of drug administration who have diagnoses of pneumonia, unspecified organism.",SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Prescriptions AS T2 ON T1.SUBJECT_ID  =  T2.SUBJECT_ID JOIN Diagnoses AS T3 ON T1.SUBJECT_ID  =  T3.SUBJECT_ID WHERE T2.ROUTE  =  'ih' AND T3.ICD9_CODE  =  'pneumonia' AND T3.ICD9_CODE  =  'unspecified organism',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Pneumonia, organism NOS"" AND PRESCRIPTIONS.""ROUTE"" = ""IH""",medical
828,how many of the patients diagnosed with mv collision nos-driver received id therapy?,SELECT count(DISTINCT T1.ICD9_CODE) FROM Diagnoses AS T1 JOIN Prescriptions AS T2 ON T1.HADM_ID  =  T2.HADM_ID WHERE T1.ICD9_CODE  =  'mv collision nos-driver' AND T2.DRUG_TYPE  =  'Id therapy',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Mv collision NOS-driver"" AND PRESCRIPTIONS.""ROUTE"" = ""ID""",medical
829,how many patients are diagnosed with hx of colonic malignancy and have iv route of drug administration?,SELECT count(DISTINCT T1.SUBJECT_ID) FROM Demographic AS T1 JOIN Diagnoses AS T2 ON T1.HADM_ID  =  T2.HADM_ID JOIN Prescriptions AS T3 ON T1.HADM_ID  =  T3.HADM_ID WHERE T2.ICD9_CODE  =  'colonic malignancy' AND T3.ROUTE  =  'iv',"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DIAGNOSES.""SHORT_TITLE"" = ""Hx of colonic malignancy"" AND PRESCRIPTIONS.""ROUTE"" = ""IV""",medical
